contributor,dataset,label,NA,NT,NR,NOR,ORR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR
kurator-bot,train,Bot,5,2,1,1,1.0,5.0,5.0,0.0,0.0,0.0,2.5,2.5,2.121,0.3,1.5,5.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,353.271,353.271,0.0,0.0,0.0,,,0.0,0.0,,88.318,8.216,165.844,0.726,96.078,168.419,168.419,238.165,0.5,168.408
scrutinizer-notifier,train,Bot,145,1,7,7,1.0,20.714,5.0,39.47,0.717,11.0,145.0,145.0,0.0,0.0,0.0,13.182,5.0,27.971,0.685,6.0,1.0,1.0,0.0,0.0,0.0,58.835,0.578,105.339,0.742,74.171,151.755,151.958,83.759,0.28,32.961,15.033,0.122,49.101,0.914,0.533,,,0.0,0.0,
smlbiobot,train,Human,29,2,22,22,1.0,1.318,1.0,1.492,0.23,0.0,14.5,14.5,9.192,0.224,6.5,1.208,1.0,0.833,0.162,0.0,1.0,1.0,0.0,0.0,0.0,0.015,0.0,0.071,0.481,0.0,95.046,75.46,99.632,0.525,138.728,78.086,43.095,97.265,0.61,144.586,153.47,127.321,153.757,0.488,149.712
satish-ravi,train,Human,259,8,8,3,0.375,32.375,17.5,52.525,0.595,9.0,32.375,27.0,19.537,0.304,17.0,4.317,2.0,4.53,0.495,4.0,5.25,7.0,3.284,0.304,6.25,9.176,0.18,19.404,0.748,5.187,9.839,2.728,27.895,0.742,11.176,4.384,0.125,16.306,0.874,1.774,4.667,0.142,18.859,0.886,1.81
ender503,train,Human,14,5,1,1,1.0,14.0,14.0,0.0,0.0,0.0,2.8,3.0,1.789,0.314,3.0,14.0,14.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,867.133,867.133,0.0,0.0,0.0,,,0.0,0.0,,66.703,0.097,213.575,0.901,0.468,66.703,0.097,213.575,0.901,0.468
goran-ethernal,train,Human,238,12,6,2,0.333,39.667,7.5,80.699,0.744,11.75,19.833,11.5,27.568,0.611,19.25,8.207,3.0,11.309,0.622,7.0,3.167,1.5,3.92,0.5,1.75,28.341,0.931,55.393,0.662,43.136,12.697,1.65,21.085,0.735,18.882,4.968,0.152,19.625,0.903,0.947,6.878,0.333,25.266,0.888,1.791
dhollinger,train,Human,31,11,7,4,0.571,4.429,1.0,7.786,0.627,1.5,2.818,2.0,1.991,0.364,3.0,3.444,1.0,4.902,0.552,2.0,2.429,1.0,2.992,0.471,1.0,37.277,0.0,88.648,0.642,2.959,193.833,199.22,132.324,0.361,211.805,62.872,0.115,114.425,0.77,72.028,64.29,0.067,120.824,0.776,56.603
salesforce-cla[bot],train,Bot,106,1,52,14,0.269,2.038,1.0,1.427,0.331,2.0,106.0,106.0,0.0,0.0,0.0,1.165,1.0,0.373,0.118,0.0,1.0,1.0,0.0,0.0,0.0,0.159,0.0,1.493,0.926,0.0,7.034,0.166,12.965,0.773,7.49,6.167,0.037,12.257,0.798,5.366,,,0.0,0.0,
danielrosenwasser,train,Human,177,13,6,2,0.333,29.5,2.0,65.933,0.786,5.0,13.615,14.0,8.352,0.336,12.0,11.8,4.0,17.013,0.657,13.5,4.0,2.0,4.69,0.514,3.5,129.586,5.071,208.453,0.559,203.408,17.292,2.094,26.435,0.695,23.118,12.42,0.054,36.798,0.884,1.726,11.966,0.053,33.057,0.875,2.048
boegelbot,train,Bot,300,1,2,1,0.5,150.0,150.0,207.889,0.49,147.0,300.0,300.0,0.0,0.0,0.0,60.0,69.0,57.11,0.467,100.0,1.0,1.0,0.0,0.0,0.0,107.99,128.346,112.402,0.379,143.752,22.34,21.646,16.53,0.344,11.444,2.105,0.131,7.699,0.878,0.594,,,0.0,0.0,
pearu,train,Human,252,13,14,8,0.571,18.0,5.5,31.211,0.652,9.75,19.385,14.0,20.423,0.526,27.0,2.739,1.0,4.222,0.526,1.25,3.0,2.0,2.542,0.398,2.5,4.741,0.0,21.254,0.822,0.582,9.995,1.071,21.895,0.793,10.32,5.361,0.158,17.842,0.881,1.464,5.98,0.156,19.62,0.877,1.764
sergiodxa,train,Human,263,15,22,7,0.318,11.955,6.0,14.144,0.566,12.25,17.533,5.0,30.09,0.682,19.5,3.416,2.0,4.435,0.505,3.0,3.273,3.0,2.676,0.413,2.75,1.912,0.007,5.59,0.82,0.288,10.547,0.622,20.78,0.785,8.711,3.621,0.051,12.362,0.906,0.357,4.944,0.082,14.342,0.877,1.493
bloggerbust-bot,train,Bot,273,3,1,1,1.0,273.0,273.0,0.0,0.0,0.0,91.0,91.0,0.0,0.0,0.0,273.0,273.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2088.498,2088.498,0.0,0.0,0.0,,,0.0,0.0,,7.678,0.0,33.117,0.947,0.0,7.764,0.0,33.291,0.947,0.0
shopsysbot,train,Bot,300,4,24,1,0.042,12.5,13.0,5.838,0.216,6.0,75.0,60.0,73.77,0.455,61.5,1.031,1.0,0.24,0.03,0.0,3.083,3.0,0.282,0.025,0.0,0.106,0.0,1.472,0.723,0.0,1.049,0.0,7.732,0.974,0.0,1.121,0.0,7.74,0.97,0.0,5.87,0.36,18.163,0.875,0.785
adacore-bot,train,Bot,299,6,27,1,0.037,11.074,3.0,18.591,0.676,12.0,49.833,6.5,101.5,0.758,21.0,1.503,1.0,1.47,0.294,0.0,1.333,1.0,0.679,0.204,0.0,0.389,0.0,2.623,0.817,0.0,2.24,0.192,8.926,0.882,0.623,1.748,0.147,7.43,0.877,0.518,0.73,0.124,2.448,0.795,0.286
dti-github-bot,train,Bot,300,4,8,1,0.125,37.5,9.0,79.158,0.708,8.25,75.0,38.5,78.77,0.408,41.5,3.448,1.0,6.181,0.586,2.0,1.375,1.0,1.061,0.239,0.0,7.11,0.0,20.697,0.731,0.842,8.193,3.43,13.404,0.653,10.687,4.425,0.591,10.789,0.806,3.402,2.813,0.005,9.806,0.884,0.847
sre-bot,train,Bot,65,3,15,2,0.133,4.333,3.0,4.271,0.447,3.5,21.667,22.0,12.503,0.256,12.5,1.14,1.0,0.398,0.11,0.0,1.8,2.0,0.862,0.247,1.5,5.033,0.0,24.93,0.62,0.0,33.473,0.273,60.835,0.767,42.95,33.771,0.97,60.36,0.76,36.684,52.238,54.342,32.017,0.305,36.979
rasabot,train,Bot,31,4,2,1,0.5,15.5,15.5,19.092,0.435,13.5,7.75,7.0,6.994,0.427,9.75,10.333,14.0,7.234,0.28,6.5,2.5,2.5,0.707,0.1,0.5,447.419,358.852,497.647,0.488,491.701,12.84,12.84,17.358,0.478,12.274,45.598,0.458,130.559,0.879,21.666,32.786,0.247,79.263,0.854,7.494
wangyum,train,Human,252,11,11,3,0.273,22.909,7.0,45.728,0.709,14.5,22.909,8.0,49.454,0.704,12.5,3.273,1.0,8.328,0.613,1.0,3.273,3.0,1.737,0.283,3.0,6.773,0.0,21.713,0.723,0.867,19.638,1.091,50.778,0.816,18.827,8.024,0.219,29.658,0.878,2.879,11.325,0.625,23.88,0.8,10.265
hsimbot,train,Bot,300,5,3,1,0.333,100.0,126.0,74.485,0.316,71.0,60.0,6.0,123.006,0.745,1.0,6.122,3.0,6.418,0.514,7.0,2.333,3.0,1.155,0.19,1.0,29.071,1.66,56.367,0.743,24.004,7.558,5.955,7.099,0.483,7.764,5.978,0.777,8.306,0.676,10.954,3.693,0.002,5.703,0.694,5.543
maropu,train,Human,109,6,23,13,0.565,4.739,1.0,9.473,0.687,0.5,18.167,5.5,29.363,0.647,12.0,2.37,1.0,3.108,0.477,1.0,1.478,1.0,0.898,0.256,0.5,4.551,0.0,15.343,0.767,0.05,42.325,10.98,70.555,0.718,71.219,19.574,0.145,50.121,0.853,11.086,32.975,2.291,48.866,0.7,67.188
sudo[bot],train,Bot,24,2,1,1,1.0,24.0,24.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2015.993,2015.993,0.0,0.0,0.0,,,0.0,0.0,,87.652,0.001,99.64,0.558,168.002,87.652,0.001,99.64,0.558,168.002
openui5bot,train,Bot,298,5,12,1,0.083,24.833,6.5,62.456,0.708,2.0,59.6,2.0,129.359,0.781,2.0,3.348,1.0,6.799,0.63,0.0,1.5,1.0,1.0,0.269,0.25,3.967,0.0,14.213,0.632,0.0,3.036,0.024,7.755,0.874,0.41,2.088,0.235,5.476,0.835,0.972,0.538,0.136,0.745,0.592,0.799
rdp,train,Human,73,5,12,7,0.583,6.083,3.0,9.453,0.581,4.75,14.6,4.0,19.655,0.553,9.0,2.433,2.0,1.695,0.347,2.0,1.667,2.0,0.651,0.192,1.0,14.949,0.025,46.726,0.858,0.176,48.98,22.869,67.314,0.658,69.654,25.957,0.118,52.342,0.812,23.263,37.857,6.993,57.34,0.702,50.779
stage-branch-merger[bot],train,Bot,300,2,4,2,0.5,75.0,16.5,126.452,0.67,81.0,150.0,150.0,48.083,0.113,34.0,10.345,3.0,22.918,0.699,3.0,2.0,2.0,0.0,0.0,0.0,50.026,0.764,126.304,0.829,10.83,19.368,7.287,29.865,0.665,16.706,6.666,0.289,30.882,0.883,1.827,9.655,0.254,41.589,0.88,2.879
afterlogic-support,train,Bot,17,6,6,1,0.167,2.833,2.0,2.401,0.402,2.75,2.833,2.5,2.041,0.343,3.75,1.889,2.0,1.054,0.275,1.0,2.0,2.0,1.095,0.25,2.0,12.122,0.158,23.203,0.587,2.747,106.48,0.124,236.773,0.822,45.263,60.059,0.352,169.405,0.876,15.03,26.294,1.209,54.502,0.794,24.83
pulpbot,train,Bot,284,6,12,1,0.083,23.667,12.5,27.067,0.523,20.0,47.333,47.5,29.716,0.311,43.75,4.581,1.0,7.312,0.604,4.5,3.833,3.0,1.267,0.152,2.0,2.138,0.0,8.257,0.871,0.005,9.063,0.001,41.757,0.937,0.759,2.422,0.001,19.865,0.975,0.002,2.541,0.001,21.807,0.974,0.001
zebot,train,Bot,249,4,4,1,0.25,62.25,21.5,93.578,0.619,70.75,62.25,19.5,98.334,0.652,74.75,3.074,1.0,4.62,0.556,2.0,1.5,1.0,1.0,0.25,0.5,10.302,0.0,27.372,0.638,2.536,3.159,0.1,11.379,0.868,1.494,4.384,0.638,12.45,0.82,2.0,3.48,0.272,11.958,0.86,1.838
framabot,train,Bot,63,2,3,2,0.667,21.0,10.0,27.221,0.54,25.5,31.5,31.5,30.406,0.341,21.5,2.739,1.0,3.093,0.49,2.0,1.0,1.0,0.0,0.0,0.0,59.098,0.0,171.288,0.648,2.419,27.386,0.292,49.279,0.769,37.714,31.641,2.527,55.869,0.756,45.329,26.804,0.065,51.133,0.791,22.443
arshbot,train,Human,31,4,6,4,0.667,5.167,4.5,4.535,0.435,6.5,7.75,7.0,6.238,0.379,5.25,1.938,1.5,1.237,0.312,1.25,1.167,1.0,0.408,0.119,0.0,0.555,0.008,1.802,0.764,0.208,92.886,6.048,212.814,0.817,48.522,46.739,0.105,155.141,0.905,6.931,31.638,1.255,74.011,0.822,19.189
aws-sdk-java-automation,train,Bot,191,4,2,1,0.5,95.5,95.5,115.258,0.427,81.5,47.75,33.5,56.435,0.546,68.75,12.733,3.0,16.033,0.591,22.0,3.0,3.0,1.414,0.167,1.0,129.492,0.046,209.503,0.608,228.122,17.336,11.972,20.451,0.555,19.477,11.5,0.039,23.861,0.8,21.165,1.475,0.025,8.025,0.958,0.031
ro-ka,train,Human,5,2,3,2,0.667,1.667,1.0,1.155,0.267,1.0,2.5,2.5,2.121,0.3,1.5,1.667,1.0,1.155,0.267,1.0,1.0,1.0,0.0,0.0,0.0,0.087,0.0,0.151,0.0,0.131,277.213,277.213,239.69,0.306,169.486,138.672,53.977,211.523,0.652,192.292,107.727,107.727,0.0,0.0,0.0
brettchabot,train,Human,34,9,3,2,0.667,11.333,4.0,15.373,0.549,14.0,3.778,2.0,2.819,0.366,4.0,6.8,5.0,5.718,0.4,4.0,3.333,2.0,3.215,0.4,3.0,105.482,22.895,209.388,0.683,24.908,372.298,334.562,336.824,0.419,237.07,61.109,0.224,173.057,0.891,1.593,82.942,0.17,199.567,0.857,6.262
dlang-bot,train,Bot,132,3,5,1,0.2,26.4,9.0,39.684,0.645,25.0,44.0,18.0,57.585,0.535,53.0,3.143,2.0,3.524,0.492,3.0,2.0,2.0,1.0,0.24,2.0,12.724,0.23,25.749,0.623,8.758,7.702,3.196,9.064,0.563,9.699,6.49,2.651,7.969,0.602,9.577,5.115,2.351,5.897,0.572,7.252
a631807682,train,Human,196,7,8,4,0.5,24.5,1.0,64.471,0.833,1.25,28.0,1.0,69.68,0.819,2.0,10.889,1.0,22.408,0.744,8.5,1.375,1.0,1.061,0.239,0.0,113.361,0.0,259.371,0.616,90.013,8.724,9.232,6.383,0.403,10.996,11.225,0.939,12.128,0.55,23.945,8.543,9.232,6.626,0.423,11.874
devversion,train,Human,237,14,12,4,0.333,19.75,13.0,20.816,0.537,26.0,16.929,8.5,24.759,0.646,16.25,1.992,1.0,1.92,0.38,1.0,3.25,2.0,2.864,0.425,4.25,3.181,0.0,20.909,0.904,0.038,6.888,0.29,31.739,0.894,1.557,5.048,0.113,24.897,0.911,1.146,7.362,0.084,32.614,0.917,1.148
cake-contrib-bot,train,Bot,300,6,8,3,0.375,37.5,22.0,38.708,0.507,44.75,50.0,10.0,69.648,0.599,57.0,4.11,1.0,15.562,0.721,0.0,1.75,1.5,0.886,0.25,1.25,4.632,0.0,22.852,0.807,0.0,2.661,0.004,5.136,0.782,1.747,1.772,0.0,4.255,0.814,0.004,1.518,0.001,3.834,0.847,0.007
sourcegraph-bot,train,Bot,24,2,2,1,0.5,12.0,12.0,8.485,0.25,6.0,12.0,12.0,8.485,0.25,6.0,1.846,1.0,0.987,0.263,2.0,1.0,1.0,0.0,0.0,0.0,117.768,0.0,216.253,0.513,180.775,0.108,0.106,0.113,0.504,0.215,66.621,0.004,170.479,0.872,0.219,0.108,0.106,0.113,0.504,0.215
dbu,train,Human,177,14,28,14,0.5,6.321,4.5,6.794,0.53,7.5,12.643,8.5,11.56,0.437,10.75,2.766,1.0,2.712,0.459,3.0,3.607,3.0,2.872,0.423,4.25,3.089,0.0,11.972,0.87,0.053,30.284,0.501,62.831,0.803,22.98,11.963,0.026,40.494,0.913,0.249,12.916,0.024,43.597,0.912,0.481
jlukic,train,Human,14,5,9,8,0.889,1.556,1.0,0.882,0.254,1.0,2.8,2.0,2.168,0.371,3.0,1.273,1.0,0.647,0.182,0.0,1.222,1.0,0.667,0.162,0.0,2.369,0.0,7.856,0.5,0.0,165.251,36.211,229.838,0.67,258.754,129.12,8.204,210.613,0.736,185.048,95.886,0.112,181.754,0.771,96.63
neos-bot,train,Bot,297,3,56,1,0.018,5.304,3.0,4.809,0.376,2.0,99.0,144.0,80.554,0.316,70.5,1.207,1.0,0.528,0.15,0.0,1.446,1.0,0.537,0.181,1.0,0.011,0.0,0.139,0.954,0.0,5.912,0.012,25.87,0.934,0.07,4.902,0.011,23.632,0.943,0.029,1.147,0.001,8.389,0.977,0.01
machinefl,train,Bot,44,4,4,1,0.25,11.0,10.0,8.485,0.364,12.0,11.0,3.0,16.673,0.58,8.5,1.375,1.0,0.707,0.216,0.25,3.0,3.5,1.414,0.208,1.5,13.35,0.0,32.535,0.464,0.0,53.705,8.666,82.444,0.691,80.987,48.652,29.391,72.045,0.662,73.39,11.371,0.044,20.859,0.752,11.236
jab,train,Human,40,10,7,4,0.571,5.714,2.0,10.307,0.643,2.0,4.0,3.0,3.682,0.455,5.25,4.444,2.0,6.502,0.578,2.0,2.0,2.0,1.414,0.306,1.0,110.521,0.014,184.298,0.519,123.248,125.214,109.892,114.537,0.474,124.9,51.19,2.979,102.75,0.799,37.384,52.758,0.371,108.806,0.811,17.086
amurzeau,train,Human,37,9,8,5,0.625,4.625,1.5,5.878,0.564,4.5,4.111,2.0,6.254,0.583,1.0,2.846,2.0,2.035,0.37,4.0,1.75,1.0,1.165,0.304,1.25,34.904,0.0,83.313,0.752,10.392,134.776,22.214,203.838,0.689,163.412,57.529,0.076,136.289,0.816,21.104,90.801,5.268,167.118,0.757,80.409
c4milo,train,Human,49,6,40,36,0.9,1.225,1.0,1.0,0.175,0.0,8.167,3.5,13.243,0.622,3.25,1.089,1.0,0.358,0.077,0.0,1.075,1.0,0.267,0.065,0.0,0.252,0.0,1.686,0.666,0.0,47.964,18.652,72.008,0.673,58.875,44.203,13.765,70.034,0.695,51.084,64.209,38.774,76.449,0.606,119.801
rtribotte,train,Human,186,12,11,10,0.909,16.909,2.0,27.384,0.701,18.5,15.5,9.0,16.223,0.53,17.25,2.548,1.0,5.444,0.506,1.0,2.364,1.0,2.42,0.441,1.5,7.07,0.0,30.981,0.858,0.337,2.76,0.195,7.445,0.865,0.604,3.864,0.081,19.519,0.928,0.437,4.851,0.287,23.042,0.901,0.656
qutebrowser-bot,train,Bot,28,3,1,1,1.0,28.0,28.0,0.0,0.0,0.0,9.333,13.0,6.351,0.262,5.5,28.0,28.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2029.479,2029.479,0.0,0.0,0.0,,,0.0,0.0,,75.166,13.408,83.395,0.546,168.005,63.559,0.001,81.22,0.616,167.989
stoplight-bot,train,Bot,101,7,3,1,0.333,33.667,18.0,27.135,0.31,23.5,14.429,7.0,16.154,0.535,17.5,9.182,5.0,10.294,0.513,8.5,4.667,5.0,0.577,0.048,0.5,91.352,20.931,212.645,0.781,47.182,112.441,73.927,121.451,0.546,131.263,21.293,0.001,86.982,0.921,0.339,12.872,0.001,85.508,0.966,0.001
hironsan,train,Human,54,4,5,5,1.0,10.8,1.0,21.913,0.726,0.0,13.5,16.5,6.351,0.185,4.0,6.0,3.0,7.467,0.556,7.0,1.4,1.0,0.894,0.229,0.0,98.423,0.001,212.535,0.641,115.303,149.967,117.789,114.16,0.367,97.186,39.35,0.001,78.099,0.796,24.659,39.35,0.001,78.099,0.796,24.659
clearlydefinedbot,train,Bot,300,4,2,1,0.5,150.0,150.0,66.468,0.157,47.0,75.0,77.5,7.528,0.043,5.0,75.0,51.5,81.637,0.497,85.0,4.0,4.0,0.0,0.0,0.0,123.535,19.991,220.99,0.708,142.881,1.471,0.769,1.697,0.479,1.584,1.667,0.0,14.779,0.97,0.0,3.003,0.0,19.759,0.968,0.0
megastep,train,Human,21,4,5,2,0.4,4.2,4.0,3.421,0.4,5.0,5.25,4.0,5.315,0.464,7.25,2.625,1.5,2.2,0.399,2.75,1.6,1.0,0.894,0.25,1.0,13.523,0.012,33.717,0.695,2.977,111.134,138.12,95.903,0.443,127.178,44.306,0.345,76.612,0.762,56.788,52.355,1.322,92.921,0.755,44.062
alxhub,train,Human,215,11,5,4,0.8,43.0,1.0,82.677,0.742,21.0,19.545,13.0,21.723,0.502,11.5,6.143,2.0,11.335,0.666,3.0,2.8,1.0,3.493,0.486,1.0,38.26,0.026,98.294,0.751,25.098,10.174,0.161,28.212,0.868,2.23,7.874,0.012,29.431,0.889,0.683,10.211,0.015,33.893,0.876,1.699
optimismbot,train,Bot,241,4,5,1,0.2,48.2,12.0,65.194,0.598,46.0,60.25,60.0,58.54,0.453,89.75,4.228,3.0,4.027,0.469,5.0,1.4,1.0,0.894,0.229,0.0,24.439,1.404,39.889,0.646,39.034,14.103,8.774,18.001,0.586,17.398,9.095,2.347,17.142,0.729,10.036,10.731,3.671,17.259,0.687,12.213
riottranslatebot,train,Bot,54,2,4,2,0.5,13.5,5.0,19.757,0.583,10.5,27.0,27.0,29.698,0.389,21.0,3.6,1.0,6.057,0.598,2.5,1.0,1.0,0.0,0.0,0.0,125.351,0.0,256.536,0.299,98.397,6.66,0.001,15.186,0.835,1.875,37.236,6.922,67.094,0.747,41.641,4.373,0.001,12.577,0.882,0.613
raphaelm,train,Human,250,12,16,3,0.188,15.625,2.5,39.695,0.754,11.25,20.833,12.0,22.918,0.506,18.25,3.846,2.0,5.271,0.55,3.0,2.812,1.5,2.482,0.432,3.25,7.303,0.001,22.431,0.829,0.14,7.367,0.368,16.663,0.831,2.542,3.8,0.029,11.449,0.899,0.482,4.008,0.038,11.945,0.897,0.851
aminekhaldi,train,Human,219,9,10,3,0.3,21.9,8.0,31.995,0.612,8.5,24.333,19.0,20.341,0.428,23.0,1.991,2.0,1.553,0.329,1.0,3.6,3.0,2.221,0.267,0.75,3.076,0.009,10.007,0.812,0.206,13.243,0.374,35.854,0.836,5.922,8.174,0.103,26.436,0.867,3.938,8.733,0.117,28.755,0.867,4.397
ks-ci-bot,train,Bot,164,6,8,2,0.25,20.5,6.0,43.977,0.733,7.5,27.333,13.5,35.314,0.522,8.5,4.432,3.0,5.378,0.532,5.0,2.125,1.5,1.727,0.36,1.25,2.023,0.015,11.104,0.913,0.222,1.276,0.011,3.427,0.859,0.848,0.741,0.004,5.431,0.957,0.075,1.207,0.01,7.565,0.957,0.089
t7tran,train,Human,118,8,26,15,0.577,4.538,1.5,5.846,0.574,4.0,14.75,6.0,19.159,0.608,17.5,2.744,2.0,3.267,0.468,1.0,1.769,1.0,1.032,0.283,1.0,5.705,0.006,18.456,0.846,0.53,45.577,22.355,60.983,0.622,54.577,18.458,0.387,42.464,0.823,14.816,19.283,0.311,44.186,0.82,17.533
zksync-admin-bot2,train,Bot,26,4,10,1,0.1,2.6,1.0,3.026,0.477,1.0,6.5,5.5,2.38,0.154,2.0,2.0,2.0,1.225,0.302,1.0,1.4,1.0,0.516,0.171,1.0,9.348,0.0,32.765,0.735,0.001,129.994,46.634,268.803,0.749,102.762,67.258,0.001,193.489,0.817,91.179,77.054,0.001,224.511,0.81,69.041
stefanv,train,Human,229,13,41,21,0.512,5.585,2.0,8.953,0.628,5.0,17.615,9.0,18.976,0.536,31.0,1.832,1.0,1.528,0.35,1.0,2.0,1.0,1.597,0.363,2.0,0.896,0.0,4.803,0.873,0.022,8.587,0.439,21.781,0.846,3.889,5.162,0.143,16.821,0.893,1.184,6.35,0.174,19.62,0.889,1.507
followtheprocess,train,Human,224,9,23,2,0.087,9.739,5.0,16.839,0.597,6.0,24.889,25.0,22.508,0.473,45.0,3.294,2.0,8.12,0.513,1.25,3.391,3.0,1.777,0.28,2.5,2.151,0.0,10.186,0.926,0.046,1.959,0.047,5.15,0.871,0.355,1.245,0.017,4.577,0.92,0.117,1.298,0.01,4.742,0.922,0.074
shamcode,train,Human,57,3,11,11,1.0,5.182,1.0,13.87,0.734,0.0,19.0,10.0,23.812,0.526,22.5,3.0,1.0,3.109,0.48,3.5,1.091,1.0,0.302,0.076,0.0,72.117,0.0,108.879,0.313,108.07,22.764,12.697,36.546,0.576,10.794,31.785,24.011,27.978,0.413,12.636,16.992,12.589,18.905,0.504,12.95
betatim,train,Human,228,14,23,8,0.348,9.913,4.0,17.712,0.66,6.0,16.286,4.5,24.351,0.664,13.5,2.111,1.0,2.313,0.417,1.0,2.609,2.0,1.948,0.357,2.0,3.71,0.0,12.222,0.785,0.292,11.664,1.134,41.536,0.841,3.762,7.263,0.392,29.69,0.871,2.141,9.949,0.661,37.315,0.861,2.916
neverbot,train,Human,79,8,12,4,0.333,6.583,4.0,6.417,0.484,7.0,9.875,1.0,21.643,0.755,2.75,4.158,3.0,4.246,0.438,2.0,1.667,1.0,0.985,0.275,1.0,14.874,0.474,32.45,0.775,4.509,88.685,12.898,161.29,0.756,59.992,24.089,0.337,84.66,0.904,5.184,15.21,0.449,26.211,0.755,11.444
rayzhang0603,train,Human,55,8,4,1,0.25,13.75,14.0,9.179,0.314,13.75,6.875,4.5,5.436,0.37,5.25,3.056,2.0,3.226,0.445,2.0,4.5,4.5,1.291,0.139,1.5,42.445,0.033,121.144,0.835,3.104,78.326,14.896,136.734,0.739,95.389,38.806,0.751,94.104,0.849,18.268,41.881,3.769,98.034,0.832,19.96
height[bot],train,Bot,300,1,111,31,0.279,2.703,1.0,5.268,0.52,1.0,300.0,300.0,0.0,0.0,0.0,1.195,1.0,0.954,0.155,0.0,1.0,1.0,0.0,0.0,0.0,0.04,0.0,0.194,0.531,0.0,0.488,0.303,0.565,0.554,0.522,0.441,0.235,0.546,0.581,0.5,,,0.0,0.0,
kennethreitz,train,Human,278,12,19,13,0.684,14.632,1.0,42.884,0.819,5.0,23.167,7.5,49.85,0.728,13.5,5.148,2.0,8.486,0.633,4.0,1.947,1.0,2.094,0.401,1.0,11.644,0.004,59.861,0.894,0.505,18.275,1.137,38.747,0.786,19.979,5.766,0.051,31.652,0.942,0.235,12.629,0.076,47.966,0.902,3.275
rorbot,train,Bot,11,3,2,2,1.0,5.5,5.5,6.364,0.409,4.5,3.667,4.0,1.528,0.182,1.5,5.5,5.5,6.364,0.409,4.5,2.0,2.0,1.414,0.25,1.0,588.0,588.0,831.558,0.0,588.0,167.998,167.998,0.0,0.0,0.0,134.4,28.686,246.362,0.746,142.498,149.333,51.368,256.461,0.718,167.998
3cp,train,Human,200,14,20,11,0.55,10.0,4.5,15.451,0.639,10.25,14.286,12.0,12.857,0.432,11.5,3.704,2.0,3.775,0.483,3.0,3.55,2.0,3.17,0.454,5.0,14.535,0.016,48.746,0.855,1.25,25.9,3.298,34.747,0.668,44.203,10.842,0.036,28.626,0.874,2.44,12.963,0.035,31.824,0.861,2.757
ibis-squawk-bot[bot],train,Bot,171,6,2,1,0.5,85.5,85.5,92.631,0.383,65.5,28.5,32.5,14.321,0.225,7.75,6.84,5.0,6.65,0.499,8.0,4.5,4.5,0.707,0.056,0.5,52.806,0.027,68.935,0.573,143.994,17.993,17.105,21.187,0.578,23.671,10.306,0.005,24.824,0.839,0.148,9.112,0.005,23.646,0.856,0.024
robot-mymove,train,Bot,299,4,2,1,0.5,149.5,149.5,205.768,0.487,145.5,74.75,1.5,146.834,0.738,74.25,42.714,20.0,59.036,0.64,58.0,2.0,2.0,1.414,0.25,1.0,218.876,86.483,271.881,0.455,380.896,22.63,25.49,17.836,0.398,30.635,5.597,0.965,12.607,0.79,2.666,19.397,18.591,18.392,0.484,33.739
arturskadikis,train,Human,206,9,1,1,1.0,206.0,206.0,0.0,0.0,0.0,22.889,16.0,25.644,0.55,26.0,206.0,206.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,2151.578,2151.578,0.0,0.0,0.0,,,0.0,0.0,,10.496,0.098,38.104,0.903,1.187,9.521,0.083,41.168,0.924,0.693
simlu,train,Human,17,4,5,3,0.6,3.4,3.0,3.286,0.424,2.0,4.25,4.0,2.872,0.309,1.75,1.889,1.0,1.054,0.261,2.0,1.4,1.0,0.548,0.171,1.0,0.019,0.0,0.043,0.547,0.01,73.517,0.096,191.469,0.85,19.17,36.769,0.008,136.193,0.925,0.138,49.013,0.002,156.969,0.9,4.584
pr-benchmarks[bot],train,Bot,106,2,1,1,1.0,106.0,106.0,0.0,0.0,0.0,53.0,53.0,12.728,0.085,9.0,106.0,106.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,540.256,540.256,0.0,0.0,0.0,,,0.0,0.0,,5.145,0.001,7.033,0.63,11.993,7.443,11.787,7.725,0.507,12.002
