contributor,dataset,label,NA,NT,NR,NOR,ORR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR
asf-ci,test,Bot,23,2,2,1,0.5,11.5,11.5,14.849,0.457,10.5,11.5,11.5,14.849,0.457,10.5,7.667,4.0,9.074,0.493,8.5,1.0,1.0,0.0,0.0,0.0,358.572,130.891,511.912,0.378,472.413,413.262,413.262,504.066,0.431,356.429,86.466,6.194,184.825,0.803,55.264,413.262,413.262,504.066,0.431,356.429
codeclimate[bot],test,Bot,280,2,88,63,0.716,3.182,1.0,4.76,0.54,2.0,140.0,140.0,171.12,0.432,121.0,1.273,1.0,0.854,0.189,0.0,1.091,1.0,0.289,0.076,0.0,0.014,0.0,0.065,0.727,0.0,0.095,0.053,0.109,0.547,0.105,0.086,0.043,0.111,0.594,0.104,0.044,0.001,0.088,0.781,0.031
zhangenming,test,Human,148,10,58,39,0.672,2.552,1.0,3.424,0.498,2.0,14.8,13.0,12.621,0.427,9.5,1.465,1.0,1.025,0.266,0.0,1.5,1.0,0.843,0.252,1.0,0.799,0.0,4.913,0.874,0.0,16.738,0.65,84.162,0.91,3.412,11.935,0.225,69.716,0.921,2.669,15.855,0.326,84.187,0.925,2.818
sourcery-ai-bot,test,Bot,167,3,13,2,0.154,12.846,10.0,9.556,0.394,12.0,55.667,10.0,84.347,0.595,74.5,1.336,1.0,0.958,0.225,0.0,1.692,2.0,0.48,0.126,1.0,0.0,0.0,0.001,0.571,0.0,0.404,0.001,4.298,0.989,0.001,0.302,0.001,3.715,0.991,0.001,0.099,0.0,0.452,0.946,0.001
robotastic,test,Human,261,9,21,7,0.333,12.429,1.0,25.5,0.77,6.0,29.0,12.0,54.266,0.696,17.0,3.527,1.0,4.941,0.553,4.0,2.095,1.0,2.071,0.416,1.0,12.989,0.0,37.61,0.728,2.971,16.293,6.4,31.468,0.712,17.068,8.271,0.533,20.655,0.815,6.661,10.083,0.046,27.178,0.854,5.271
miss-islington,test,Bot,300,3,2,2,1.0,150.0,150.0,42.426,0.1,30.0,100.0,119.0,33.779,0.131,29.5,1.293,1.0,0.574,0.181,0.0,1.5,1.5,0.707,0.167,0.5,0.341,0.0,1.795,0.842,0.0,3.323,0.001,8.85,0.837,2.205,2.832,0.001,7.972,0.851,1.897,2.778,0.001,8.006,0.856,1.675
typescript-eslint[bot],test,Bot,300,5,1,1,1.0,300.0,300.0,0.0,0.0,0.0,60.0,3.0,123.616,0.759,9.0,300.0,300.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1879.494,1879.494,0.0,0.0,0.0,,,0.0,0.0,,6.286,3.772,7.327,0.576,7.318,3.856,1.73,5.683,0.655,5.255
andeskrrrrrrrrrrr,test,Human,236,10,6,4,0.667,39.333,3.5,79.658,0.75,16.75,23.6,8.5,32.136,0.603,14.25,13.882,5.0,20.603,0.657,11.0,3.667,2.0,2.875,0.333,2.25,44.748,0.877,84.523,0.692,53.478,12.553,0.477,28.185,0.795,17.164,4.092,0.062,20.539,0.935,0.473,6.482,0.082,26.391,0.914,0.871
pgjones,test,Human,143,14,17,9,0.529,8.412,2.0,12.831,0.647,12.0,10.214,7.0,10.475,0.469,7.0,2.383,1.0,2.525,0.43,2.0,2.941,1.0,2.794,0.456,3.0,4.957,0.0,21.416,0.892,0.055,28.843,0.048,66.335,0.845,22.923,14.079,0.024,46.462,0.916,0.409,14.377,0.018,47.518,0.916,0.248
lit-robot,test,Bot,85,5,5,2,0.4,17.0,1.0,26.467,0.664,19.0,17.0,6.0,23.738,0.602,14.0,5.667,3.0,6.321,0.529,6.0,1.6,1.0,0.894,0.25,1.0,93.925,1.326,163.456,0.641,116.747,41.592,16.472,50.508,0.62,84.033,23.704,3.236,35.852,0.708,28.791,30.807,3.113,45.282,0.699,46.564
linbitprbot,test,Bot,230,4,11,1,0.091,20.909,12.0,26.346,0.58,17.0,57.5,28.5,76.282,0.572,64.5,2.0,1.0,4.102,0.433,1.0,1.818,2.0,0.603,0.155,0.5,3.106,0.0,9.148,0.656,0.022,13.747,3.642,22.275,0.698,15.815,8.403,0.914,17.526,0.746,7.048,5.714,0.93,9.137,0.711,5.984
frodo45127,test,Human,181,8,7,2,0.286,25.857,6.0,41.835,0.677,25.0,22.625,7.0,41.788,0.706,15.0,3.017,1.0,5.111,0.537,2.25,2.143,1.0,1.864,0.381,1.5,16.739,0.0,46.679,0.676,7.477,18.742,1.292,37.063,0.785,15.772,11.723,0.317,32.146,0.853,6.515,12.971,0.137,42.332,0.902,1.946
jules-winnfieldx,test,Human,237,6,1,1,1.0,237.0,237.0,0.0,0.0,0.0,39.5,47.0,31.552,0.395,55.25,237.0,237.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1491.503,1491.503,0.0,0.0,0.0,,,0.0,0.0,,6.32,0.05,17.088,0.837,2.365,5.518,0.033,13.59,0.804,2.922
gvisor-bot,test,Bot,10,1,1,1,1.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1992.945,1992.945,0.0,0.0,0.0,,,0.0,0.0,,221.438,167.327,117.621,0.216,5.611,,,0.0,0.0,
eslintbot,test,Bot,161,3,3,1,0.333,53.667,48.0,54.721,0.451,54.5,53.667,15.0,72.231,0.53,64.0,3.927,3.0,3.46,0.446,5.0,2.333,2.0,0.577,0.095,0.5,44.803,0.383,75.018,0.563,71.998,7.477,1.082,9.006,0.541,13.416,13.35,19.706,11.145,0.367,23.991,0.529,0.0,2.176,0.894,0.01
kie-ci3,test,Bot,300,4,8,2,0.25,37.5,11.0,59.071,0.659,42.25,75.0,67.5,43.734,0.263,27.0,5.085,4.0,4.977,0.461,3.0,1.75,1.0,1.035,0.268,2.0,0.6,0.0,1.404,0.746,0.703,3.949,1.418,4.817,0.619,6.814,0.884,0.0,2.629,0.822,0.31,0.875,0.0,2.838,0.843,0.012
apfelbox,test,Human,231,15,26,6,0.231,8.885,2.5,14.004,0.669,9.5,15.4,10.0,20.674,0.592,19.0,4.125,2.0,4.593,0.532,5.25,3.346,2.0,3.006,0.451,3.75,0.697,0.004,2.154,0.788,0.175,21.51,0.176,55.547,0.854,10.327,5.313,0.01,28.486,0.953,0.109,6.165,0.01,31.277,0.949,0.142
nodejs-github-bot,test,Bot,190,7,5,2,0.4,38.0,3.0,79.95,0.764,3.0,27.143,2.0,56.837,0.764,13.0,13.571,2.0,17.412,0.623,25.75,2.2,1.0,1.789,0.364,2.0,6.005,0.0,8.76,0.392,12.85,0.891,0.456,1.348,0.588,0.782,0.506,0.251,0.747,0.635,0.656,0.347,0.074,0.733,0.74,0.409
gamingrobot,test,Human,264,11,196,184,0.939,1.347,1.0,2.949,0.254,0.0,24.0,7.0,54.319,0.759,16.0,1.245,1.0,1.051,0.187,0.0,1.056,1.0,0.488,0.052,0.0,0.081,0.0,1.048,0.903,0.0,9.135,3.058,13.059,0.669,15.022,7.394,0.972,12.243,0.728,11.229,3.183,0.092,6.199,0.797,2.063
sul-devops-team,test,Bot,300,3,63,3,0.048,4.762,6.0,1.829,0.182,3.0,100.0,100.0,1.0,0.004,1.0,2.97,3.0,0.435,0.029,0.0,2.984,3.0,0.126,0.005,0.0,0.363,0.001,3.646,0.989,0.0,2.185,0.002,10.604,0.961,0.002,0.853,0.0,6.537,0.982,0.001,0.859,0.0,6.558,0.982,0.001
trilio-ci-bot,test,Bot,6,3,2,2,1.0,3.0,3.0,1.414,0.167,1.0,2.0,2.0,1.0,0.222,1.0,1.5,1.0,1.0,0.25,0.5,1.5,1.5,0.707,0.167,0.5,0.045,0.0,0.091,0.0,0.045,0.088,0.1,0.082,0.409,0.081,0.089,0.1,0.069,0.389,0.109,0.088,0.1,0.082,0.409,0.081
dctalbot,test,Human,132,17,28,22,0.786,4.714,1.0,8.567,0.643,4.0,7.765,2.0,20.008,0.751,2.0,1.784,1.0,1.988,0.376,1.0,1.607,1.0,1.227,0.309,0.25,4.606,0.0,15.081,0.685,0.001,23.873,0.936,56.559,0.807,20.13,15.905,0.524,44.312,0.84,14.886,26.772,1.273,62.642,0.806,20.597
cherbot,test,Bot,233,3,2,2,1.0,116.5,116.5,47.376,0.144,33.5,77.667,83.0,9.238,0.046,8.0,1.484,1.0,2.206,0.311,0.0,1.5,1.5,0.707,0.167,0.5,3.52,0.0,20.778,0.745,0.0,4.715,0.001,29.907,0.974,0.013,5.553,0.007,28.966,0.951,0.146,5.722,0.001,32.099,0.968,0.015
sonataci,test,Bot,179,3,17,1,0.059,10.529,10.0,2.853,0.141,3.0,59.667,61.0,3.215,0.022,3.0,1.925,1.0,1.312,0.329,3.0,3.0,3.0,0.0,0.0,0.0,3.351,0.0,14.824,0.867,0.001,19.328,0.001,56.717,0.887,0.002,11.741,0.0,42.467,0.916,0.001,5.19,0.0,32.972,0.969,0.0
xerial-bot,test,Bot,159,5,7,2,0.286,22.714,18.0,16.55,0.325,10.0,31.8,50.0,26.3,0.367,48.0,3.786,3.0,1.828,0.192,0.0,3.286,3.0,0.756,0.075,0.0,5.621,0.001,24.493,0.953,0.002,6.157,0.002,11.462,0.788,8.445,3.092,0.001,13.574,0.927,0.002,2.855,0.001,13.404,0.935,0.002
uefibot,test,Bot,233,3,19,1,0.053,12.263,10.0,9.462,0.242,2.0,77.667,67.0,21.127,0.109,19.0,1.926,2.0,2.259,0.303,1.0,2.895,3.0,0.315,0.033,0.0,8.62,0.0,52.564,0.957,0.001,2.414,0.001,11.818,0.961,0.001,5.744,0.001,12.18,0.805,0.001,2.199,0.001,10.965,0.962,0.001
crossr,test,Human,150,10,8,3,0.375,18.75,12.0,24.743,0.563,13.0,15.0,4.5,31.177,0.705,8.0,2.941,1.0,5.293,0.501,2.0,2.375,2.0,1.598,0.296,0.5,13.446,0.0,48.369,0.831,0.696,27.593,4.875,56.475,0.767,20.021,13.862,0.412,42.648,0.865,5.695,14.33,0.099,43.484,0.867,4.261
leanprover-community-bot,test,Bot,237,1,3,1,0.333,79.0,67.0,20.785,0.101,18.0,237.0,237.0,0.0,0.0,0.0,1.191,1.0,1.195,0.153,0.0,1.0,1.0,0.0,0.0,0.0,3.312,0.0,26.1,0.639,0.0,7.484,4.61,8.156,0.566,19.206,9.071,4.669,8.909,0.532,19.283,,,0.0,0.0,
donotcodeit,test,Human,92,8,13,8,0.615,7.077,5.0,6.525,0.48,12.0,11.5,5.0,20.256,0.655,6.5,1.769,1.0,1.906,0.373,0.25,2.154,2.0,1.345,0.319,2.0,7.672,0.0,48.315,0.892,0.004,11.75,0.1,35.926,0.905,0.319,10.969,0.064,45.037,0.938,0.172,16.154,0.095,40.964,0.869,0.349
fangchenli,test,Human,25,5,8,4,0.5,3.125,1.5,3.603,0.495,2.0,5.0,1.0,8.396,0.624,1.0,1.471,1.0,1.463,0.287,0.0,1.125,1.0,0.354,0.097,0.0,18.374,0.0,70.596,0.618,0.0,98.939,35.785,161.521,0.694,97.28,78.974,10.343,145.021,0.757,87.792,56.331,32.305,65.906,0.586,90.357
sealos-ci-robot,test,Bot,273,7,4,2,0.5,68.25,21.0,106.85,0.622,59.25,39.0,8.0,80.716,0.688,4.0,8.273,3.0,11.713,0.621,3.0,2.5,2.5,0.577,0.1,1.0,2.304,0.001,5.845,0.825,0.05,4.061,1.053,6.692,0.701,4.17,0.757,0.0,3.322,0.939,0.002,2.839,0.019,6.142,0.802,1.389
merger-application[bot],test,Bot,150,2,15,2,0.133,10.0,12.0,4.472,0.236,4.0,75.0,75.0,0.0,0.0,0.0,2.273,2.0,0.692,0.104,0.0,2.0,2.0,0.0,0.0,0.0,0.652,0.0,3.684,0.96,0.0,2.683,0.082,9.89,0.906,0.43,1.459,0.0,7.033,0.939,0.065,1.668,0.0,7.541,0.933,0.044
sabas,test,Human,57,9,9,8,0.889,6.333,2.0,7.874,0.569,8.0,6.333,4.0,7.331,0.48,4.0,2.714,2.0,1.927,0.354,2.0,2.333,2.0,1.658,0.349,2.0,17.393,0.066,36.688,0.721,18.41,65.855,48.823,57.88,0.473,88.732,30.042,3.623,48.664,0.733,41.454,34.336,4.954,53.598,0.724,45.861
tdas,test,Human,215,12,6,5,0.833,35.833,5.5,72.406,0.75,14.25,17.917,6.0,20.93,0.555,18.5,5.0,1.0,8.429,0.649,2.0,3.333,2.0,3.882,0.483,2.0,26.904,0.0,76.667,0.757,3.429,7.583,0.909,16.47,0.811,2.726,6.894,0.095,19.391,0.875,2.089,8.075,0.089,21.041,0.861,2.954
depfu-dev-halfbyte[bot],test,Bot,30,4,3,2,0.667,10.0,9.0,5.568,0.244,5.5,7.5,9.5,4.359,0.233,3.0,10.0,9.0,5.568,0.244,5.5,3.0,3.0,0.0,0.0,0.0,285.711,5.574,489.603,0.662,425.269,331.336,331.336,35.48,0.038,25.088,52.407,0.051,175.559,0.917,0.326,60.782,0.051,188.223,0.903,0.386
barrucadu,test,Human,199,6,13,1,0.077,15.308,9.0,13.901,0.472,16.0,33.167,19.0,32.183,0.46,51.0,3.755,2.0,2.961,0.372,2.0,3.615,3.0,1.66,0.249,3.0,1.413,0.002,7.338,0.95,0.006,16.322,0.088,62.119,0.874,11.156,4.665,0.002,32.591,0.954,0.022,5.014,0.001,35.335,0.956,0.02
aquynh,test,Human,66,12,6,6,1.0,11.0,3.0,17.263,0.652,9.5,5.5,4.0,4.945,0.407,5.0,3.882,1.0,7.648,0.608,2.0,3.167,2.0,3.488,0.465,2.0,35.456,0.0,66.79,0.551,16.672,72.918,3.652,174.976,0.821,45.722,27.222,0.678,91.669,0.854,16.598,33.17,2.654,108.492,0.849,22.783
poggit-bot,test,Bot,221,2,28,15,0.536,7.893,3.0,12.647,0.623,5.5,110.5,110.5,72.832,0.233,51.5,4.804,2.0,6.551,0.575,4.75,1.0,1.0,0.0,0.0,0.0,5.552,0.029,14.132,0.767,1.224,38.701,4.644,81.33,0.796,31.454,9.077,0.067,39.893,0.93,0.555,63.575,10.479,117.954,0.742,13.737
ericsoderberghp,test,Human,22,1,1,1,1.0,22.0,22.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1372.587,1372.587,0.0,0.0,0.0,,,0.0,0.0,,65.361,14.973,197.725,0.816,35.786,,,0.0,0.0,
zube[bot],test,Bot,43,3,7,5,0.714,6.143,1.0,7.034,0.545,9.5,14.333,4.0,19.655,0.543,17.5,2.389,1.0,2.429,0.443,1.0,1.429,1.0,0.535,0.171,1.0,9.46,0.0,26.561,0.717,0.015,19.693,6.962,28.264,0.655,14.387,12.025,1.843,21.076,0.746,12.083,12.8,6.231,21.42,0.698,6.705
turboturtle,test,Human,203,11,2,2,1.0,101.5,101.5,133.643,0.466,94.5,18.455,7.0,21.238,0.571,28.5,18.455,2.0,25.61,0.628,26.5,5.5,5.5,4.95,0.318,3.5,115.607,0.009,210.866,0.566,136.073,2.27,0.034,4.096,0.765,2.115,6.408,0.077,15.651,0.819,4.462,7.179,0.076,17.425,0.814,6.491
mysql-oca-bot,test,Bot,86,2,6,1,0.167,14.333,4.5,22.958,0.593,4.0,43.0,43.0,15.556,0.128,11.0,3.308,2.0,4.106,0.515,2.0,2.0,2.0,0.0,0.0,0.0,52.977,0.589,104.343,0.627,27.158,25.834,14.149,38.065,0.66,20.496,23.803,11.999,32.534,0.634,21.819,27.648,16.486,34.923,0.604,36.044
qiskit-bot,test,Bot,259,2,6,2,0.333,43.167,2.5,73.912,0.719,50.5,129.5,129.5,173.241,0.473,122.5,2.91,2.0,3.066,0.471,2.0,1.0,1.0,0.0,0.0,0.0,8.795,0.241,19.408,0.652,7.152,4.339,2.251,6.449,0.597,5.609,4.514,2.152,6.878,0.63,4.359,3.789,2.181,4.94,0.597,3.572
niemyjski,test,Human,255,17,44,24,0.545,5.795,3.0,15.33,0.642,4.0,15.0,11.0,22.369,0.539,8.0,2.5,1.0,4.235,0.523,1.0,2.659,3.0,2.156,0.362,2.0,1.715,0.0,7.213,0.808,0.007,6.828,0.111,17.123,0.834,4.736,3.404,0.055,11.519,0.891,0.543,4.637,0.082,13.817,0.866,1.655
karishmabothara,test,Human,97,10,4,2,0.5,24.25,17.0,26.887,0.508,25.75,9.7,6.5,12.561,0.519,6.5,8.083,4.5,9.472,0.564,10.25,5.5,6.5,3.317,0.273,4.0,62.633,3.721,106.629,0.615,91.707,116.735,62.553,179.006,0.624,115.597,21.205,0.831,70.124,0.849,14.294,27.907,0.377,84.645,0.841,18.709
sttts,test,Human,207,7,11,5,0.455,18.818,8.0,27.484,0.603,7.0,29.571,13.0,32.669,0.536,44.5,2.407,2.0,2.049,0.397,2.0,1.909,2.0,0.944,0.242,1.0,0.479,0.0,1.619,0.791,0.179,1.216,0.094,3.058,0.836,0.408,0.702,0.048,2.205,0.865,0.207,0.994,0.066,2.713,0.844,0.322
codesoap,test,Human,141,13,20,5,0.25,7.05,2.0,10.724,0.626,4.5,10.846,4.0,14.387,0.566,13.0,2.136,1.0,2.7,0.433,1.0,2.3,2.0,1.559,0.326,2.0,5.535,0.0,16.183,0.711,0.136,27.388,1.52,66.814,0.826,21.197,15.325,0.389,47.6,0.865,10.251,15.212,0.377,44.243,0.86,8.104
matticbot,test,Bot,224,5,25,1,0.04,8.96,3.0,27.099,0.741,4.0,44.8,1.0,61.54,0.621,90.0,2.286,1.0,4.916,0.53,0.0,1.12,1.0,0.6,0.103,0.0,0.256,0.0,1.111,0.525,0.0,0.056,0.001,0.136,0.851,0.027,0.137,0.041,0.227,0.708,0.168,0.18,0.085,0.234,0.617,0.165
tropicalrobot,test,Human,8,4,3,2,0.667,2.667,3.0,1.528,0.25,1.5,2.0,2.0,0.816,0.188,0.5,2.667,3.0,1.528,0.25,1.5,2.333,3.0,1.155,0.19,1.0,12.443,0.062,21.498,0.498,18.633,305.86,305.86,198.262,0.229,140.193,92.721,0.531,167.121,0.751,101.138,102.058,0.296,181.061,0.742,124.344
react-native-community-bot,test,Bot,46,5,1,1,1.0,46.0,46.0,0.0,0.0,0.0,9.2,10.0,3.271,0.165,1.0,46.0,46.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1987.721,1987.721,0.0,0.0,0.0,,,0.0,0.0,,44.172,0.001,154.592,0.925,0.001,48.481,0.001,161.476,0.918,0.001
hkube-ci,test,Bot,258,5,21,1,0.048,12.286,5.0,16.829,0.567,2.0,51.6,42.0,40.513,0.374,27.0,1.883,2.0,1.372,0.303,1.0,3.048,3.0,0.59,0.07,0.0,2.209,0.0,12.975,0.914,0.0,10.493,0.027,35.259,0.888,2.209,6.73,0.01,27.403,0.91,0.335,8.459,0.011,31.421,0.893,0.465
swift-ci,test,Bot,300,2,1,1,1.0,300.0,300.0,0.0,0.0,0.0,150.0,150.0,188.09,0.443,133.0,300.0,300.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.847,3.847,0.0,0.0,0.0,,,0.0,0.0,,0.013,0.0,0.056,0.684,0.0,0.11,0.121,0.087,0.352,0.087
naofireblade,test,Human,29,11,4,4,1.0,7.25,1.5,11.843,0.629,6.75,2.636,2.0,2.063,0.376,2.0,4.143,2.0,3.625,0.433,5.0,3.25,1.5,3.862,0.481,2.75,159.077,0.01,316.367,0.7,137.481,154.64,19.143,289.224,0.747,124.944,72.906,0.053,205.316,0.872,18.147,92.19,0.812,228.854,0.852,35.905
obs-bot,test,Bot,40,1,1,1,1.0,40.0,40.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2039.084,2039.084,0.0,0.0,0.0,,,0.0,0.0,,52.284,22.834,64.197,0.597,62.751,,,0.0,0.0,
hibernate-ci,test,Bot,149,3,7,1,0.143,21.286,10.0,18.83,0.439,32.0,49.667,59.0,38.85,0.34,38.0,3.17,2.0,3.897,0.394,1.0,2.0,2.0,0.577,0.122,0.0,9.889,0.0,30.153,0.853,0.575,31.779,8.738,62.425,0.747,26.831,13.018,0.001,39.141,0.826,4.728,9.447,0.0,25.618,0.823,0.482
wfcd-bot-boi,test,Bot,231,6,9,1,0.111,25.667,12.0,25.773,0.503,37.0,38.5,32.5,32.734,0.418,38.5,5.634,3.0,5.262,0.417,3.0,3.444,3.0,1.236,0.179,1.0,5.959,0.127,18.074,0.868,1.978,1.846,0.693,4.228,0.695,0.971,1.383,0.002,5.626,0.9,0.409,1.658,0.008,6.496,0.899,0.466
neilfraser,test,Human,186,13,15,3,0.2,12.4,1.0,24.648,0.749,6.5,14.308,12.0,10.727,0.403,13.0,3.444,2.0,4.878,0.536,2.0,2.867,1.0,3.357,0.505,2.0,11.627,0.05,26.87,0.729,1.371,27.494,4.971,64.491,0.784,22.097,11.271,0.141,37.97,0.874,4.201,12.763,0.137,41.857,0.864,5.747
bt-admin,test,Bot,150,2,33,1,0.03,4.545,4.0,4.48,0.379,4.0,75.0,75.0,0.0,0.0,0.0,4.545,4.0,4.48,0.379,4.0,2.0,2.0,0.0,0.0,0.0,0.238,0.02,1.223,0.911,0.017,0.263,0.038,0.417,0.702,0.27,0.109,0.01,0.61,0.909,0.01,0.109,0.01,0.61,0.909,0.01
charliesbot,test,Human,16,3,9,7,0.778,1.778,1.0,1.394,0.333,1.0,5.333,6.0,4.041,0.333,4.0,1.231,1.0,0.439,0.144,0.0,1.111,1.0,0.333,0.089,0.0,1.323,0.0,4.185,0.585,0.0,133.281,8.825,216.732,0.73,196.073,107.771,8.636,199.263,0.775,99.284,121.443,14.865,181.108,0.681,195.305
stan-buildbot,test,Bot,294,8,9,4,0.444,32.667,20.0,38.066,0.531,26.0,36.75,17.5,45.216,0.577,38.0,2.244,1.0,2.509,0.419,1.0,2.222,2.0,1.481,0.333,2.0,4.865,0.0,17.816,0.789,0.282,8.696,2.31,18.869,0.761,5.937,6.034,1.296,13.975,0.777,4.993,6.478,0.707,15.647,0.779,5.749
brad,test,Human,22,7,6,5,0.833,3.667,2.0,4.633,0.5,1.5,3.143,2.0,3.532,0.442,1.0,2.0,1.0,3.0,0.446,0.0,1.833,2.0,0.753,0.197,0.75,11.055,0.0,27.186,0.213,0.0,107.873,12.055,147.647,0.662,226.643,57.159,0.296,111.716,0.799,34.837,91.782,12.055,138.822,0.705,154.003
welcome[bot],test,Bot,300,2,106,75,0.708,2.83,2.0,3.637,0.472,2.0,150.0,150.0,18.385,0.043,13.0,1.075,1.0,0.29,0.066,0.0,1.226,1.0,0.42,0.143,0.0,0.022,0.0,0.123,0.54,0.0,0.639,0.408,0.674,0.518,0.716,0.615,0.393,0.662,0.527,0.718,0.618,0.384,0.684,0.543,0.723
sseide,test,Human,76,10,14,10,0.714,5.429,4.0,4.536,0.41,3.5,7.6,4.0,7.905,0.503,8.5,2.054,2.0,1.29,0.323,2.0,2.643,2.0,1.447,0.284,1.75,19.049,0.001,67.903,0.839,0.108,33.634,8.756,69.044,0.752,27.299,25.542,0.092,67.587,0.846,19.975,29.888,0.108,76.822,0.838,21.697
noscode,test,Human,41,5,5,4,0.8,8.2,2.0,11.563,0.605,8.0,8.2,1.0,12.558,0.634,7.0,4.1,2.0,4.458,0.5,4.75,1.4,1.0,0.894,0.229,0.0,100.995,8.927,221.437,0.676,57.826,97.93,47.052,114.511,0.583,159.556,47.283,2.759,125.678,0.845,25.941,52.545,16.069,96.002,0.731,51.413
budimanjojo-bot[bot],test,Bot,165,7,4,1,0.25,41.25,46.0,34.297,0.383,51.75,23.571,28.0,10.722,0.21,8.5,5.323,5.0,3.26,0.331,4.5,4.25,5.0,2.217,0.221,1.25,0.545,0.002,1.045,0.711,0.916,1.533,0.893,1.726,0.572,1.953,0.383,0.001,0.998,0.853,0.028,0.401,0.001,1.022,0.848,0.047
jeffwidman,test,Human,257,15,34,20,0.588,7.559,3.0,20.178,0.657,2.0,17.133,11.0,18.161,0.511,15.5,2.649,1.0,4.039,0.497,1.0,2.794,2.0,2.603,0.397,2.0,0.404,0.0,3.044,0.928,0.021,4.607,0.077,25.528,0.923,0.864,1.881,0.037,15.81,0.954,0.118,2.174,0.029,17.528,0.954,0.118
backpackbot,test,Bot,300,1,4,1,0.25,75.0,29.0,113.161,0.64,96.0,300.0,300.0,0.0,0.0,0.0,2.778,1.0,3.327,0.502,2.0,1.0,1.0,0.0,0.0,0.0,4.751,0.0,11.803,0.632,1.55,2.121,0.345,7.506,0.832,0.898,2.475,0.355,7.676,0.827,1.066,,,0.0,0.0,
robot518,test,Human,35,10,18,11,0.611,1.944,1.0,2.6,0.417,0.75,3.5,2.0,4.007,0.489,3.5,1.591,1.0,0.959,0.274,1.0,1.389,1.0,0.778,0.224,0.0,13.568,0.0,32.873,0.542,0.097,86.331,37.932,141.108,0.675,91.928,62.102,17.201,116.801,0.719,89.34,77.372,23.72,134.611,0.692,90.018
sqbot,test,Bot,167,5,6,3,0.5,27.833,11.5,43.756,0.648,19.75,33.4,8.0,46.811,0.599,28.0,5.964,2.0,15.344,0.668,3.0,1.5,1.5,0.548,0.167,1.0,23.985,0.014,62.095,0.792,4.605,45.553,37.349,49.557,0.561,62.671,11.455,0.62,27.877,0.833,4.336,32.369,6.636,46.519,0.671,54.338
sean-clayton,test,Human,28,2,27,27,1.0,1.037,1.0,0.192,0.034,0.0,14.0,14.0,16.971,0.429,12.0,1.037,1.0,0.192,0.034,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,75.258,33.803,104.12,0.651,81.693,72.471,30.116,103.12,0.664,75.22,32.046,32.046,7.698,0.085,5.443
colmtalbot,test,Human,197,16,23,9,0.391,8.565,3.0,16.284,0.674,7.0,12.312,8.0,13.695,0.535,16.0,4.104,1.5,6.855,0.598,2.0,3.174,2.0,3.07,0.468,4.5,11.788,0.0,36.677,0.796,0.796,29.023,2.264,48.177,0.747,26.677,9.846,0.059,30.328,0.902,0.647,11.572,0.044,32.433,0.882,1.305
bkpepe,test,Human,239,13,13,7,0.538,18.385,6.0,36.096,0.708,10.0,18.385,12.0,20.795,0.561,23.0,2.626,1.0,3.788,0.479,1.0,2.769,2.0,2.421,0.419,3.0,5.525,0.0,21.335,0.851,0.16,4.514,0.182,12.708,0.851,1.793,3.819,0.069,11.338,0.88,0.865,4.213,0.081,12.486,0.876,1.032
pradt2,test,Bot,298,4,3,2,0.667,99.333,6.0,166.007,0.649,145.0,74.5,1.5,146.334,0.738,74.0,42.571,61.0,39.021,0.459,65.5,1.667,1.0,1.155,0.267,1.0,41.012,59.996,39.67,0.273,67.456,0.485,0.457,0.427,0.437,0.751,0.976,1.0,0.144,0.024,0.002,0.258,0.052,0.386,0.666,0.386
gen0cide,test,Human,11,5,6,4,0.667,1.833,1.0,1.329,0.318,1.5,2.2,1.0,2.168,0.4,1.0,1.833,1.0,1.329,0.318,1.5,1.333,1.0,0.816,0.208,0.0,0.019,0.0,0.031,0.086,0.036,41.765,0.188,66.012,0.689,57.223,20.894,0.06,49.2,0.805,0.136,29.832,0.069,57.622,0.689,28.713
