contributor,dataset,label,DAAR_IQR,DAAR_gini,DAAR_mean,DAAR_median,DAAR_std,DCAR_IQR,DCAR_gini,DCAR_mean,DCAR_median,DCAR_std,DCAT_IQR,DCAT_gini,DCAT_mean,DCAT_median,DCAT_std,DCA_IQR,DCA_gini,DCA_mean,DCA_median,DCA_std,NA,NAR_IQR,NAR_gini,NAR_mean,NAR_median,NAR_std,NAT_IQR,NAT_gini,NAT_mean,NAT_median,NAT_std,NCAR_IQR,NCAR_gini,NCAR_mean,NCAR_median,NCAR_std,NOR,NT,NTR_IQR,NTR_gini,NTR_mean,NTR_median,NTR_std,ORR
tomhanderson,test,Human,1.042,0.908,9.39,0.065,31.878,0.054,0.967,3.827,0.0,34.875,0.243,0.926,7.239,0.054,27.543,0.177,0.935,7.314,0.053,29.656,231,29.0,0.526,17.769,11.0,17.664,43.0,0.609,17.769,3.0,22.451,1.0,0.332,1.805,1.0,1.932,7,13,3.0,0.383,2.846,2.0,2.23,0.538
drashbot,test,Bot,48.028,0.343,201.616,216.017,145.597,108.005,0.346,156.006,0.0,316.865,,0.0,,,0.0,83.981,0.324,162.009,167.992,104.428,13,3.5,0.269,6.5,6.5,4.95,0.0,0.0,13.0,13.0,0.0,0.75,0.423,2.167,1.0,2.401,1,1,0.0,0.0,1.0,1.0,0.0,0.5
netkan-bot,test,Bot,6.662,0.683,4.158,1.026,5.953,1.867,0.683,2.78,0.0,5.991,2.08,0.802,2.286,0.118,4.995,2.633,0.78,2.435,0.322,4.715,270,58.5,0.465,67.5,41.5,72.243,51.0,0.559,67.5,29.5,93.054,2.0,0.484,2.842,2.0,3.844,1,4,1.5,0.25,2.5,2.5,1.291,0.25
pulumi-bot,test,Bot,0.016,0.83,0.051,0.008,0.176,0.001,0.926,0.02,0.0,0.121,0.019,0.811,0.042,0.007,0.109,0.017,0.856,0.048,0.004,0.163,164,0.0,0.301,3.565,3.0,2.446,33.0,0.576,18.222,6.0,20.885,1.0,0.215,1.477,1.0,0.749,1,9,0.0,0.14,2.674,3.0,0.845,0.022
brainzbot,test,Bot,229.754,0.314,261.292,327.972,169.108,0.871,0.656,22.786,0.0,59.518,,0.0,,,0.0,319.985,0.609,143.937,52.485,172.916,13,4.0,0.41,4.333,3.0,4.163,0.0,0.0,13.0,13.0,0.0,1.5,0.308,1.857,1.0,1.215,1,1,0.0,0.0,1.0,1.0,0.0,0.333
ericholscher,test,Human,1.62,0.885,6.006,0.293,22.697,0.056,0.908,1.542,0.001,7.705,0.308,0.938,3.083,0.039,16.502,0.27,0.935,2.88,0.046,14.944,219,21.0,0.586,16.846,7.0,20.355,15.5,0.555,19.909,14.0,24.333,2.0,0.447,2.607,2.0,2.896,5,11,4.0,0.319,4.231,3.0,2.522,0.385
kitchen-porter,test,Bot,22.755,0.755,18.784,0.921,32.754,0.0,0.962,0.928,0.001,4.983,0.0,0.951,1.956,0.0,9.577,0.002,0.941,3.357,0.001,15.168,242,2.0,0.313,6.914,5.0,6.261,41.5,0.534,40.333,31.0,46.246,2.0,0.25,5.762,5.0,5.026,1,6,1.0,0.104,3.514,3.0,0.818,0.029
caitmich,test,Human,0.0,0.959,0.707,0.001,3.555,0.0,0.793,25.524,0.0,164.658,1.385,0.904,17.465,0.086,55.929,0.59,0.919,11.214,0.047,39.523,160,0.0,0.596,5.333,2.0,15.426,35.5,0.527,20.0,11.0,20.805,0.0,0.543,2.353,1.0,6.118,1,8,0.0,0.132,2.333,2.0,1.155,0.033
mergebotupgrade[bot],test,Bot,23.629,0.825,11.869,0.06,29.423,0.035,0.847,8.007,0.0,35.601,23.818,0.817,19.341,0.085,44.736,23.572,0.855,14.046,0.06,38.104,136,14.0,0.221,34.0,35.0,15.748,9.0,0.066,68.0,68.0,12.728,1.0,0.217,1.417,1.0,0.706,1,2,0.0,0.0,2.0,2.0,0.0,0.25
gcf-owl-bot[bot],test,Bot,0.046,0.891,0.586,0.025,2.043,0.001,0.957,0.791,0.0,5.955,0.019,0.885,0.066,0.009,0.265,0.021,0.962,0.382,0.005,2.46,234,3.0,0.716,11.143,3.0,25.132,38.5,0.485,58.5,28.5,70.713,1.0,0.589,3.6,2.0,5.971,1,4,2.0,0.266,2.048,2.0,1.071,0.048
shaka-bot,test,Bot,0.006,0.965,2.176,0.002,11.577,0.0,0.577,7.53,0.0,32.867,1.576,0.881,3.164,0.028,9.833,0.85,0.881,2.706,0.118,8.819,158,0.0,0.741,4.27,1.0,18.885,17.5,0.595,14.364,4.0,17.935,0.0,0.677,3.591,1.0,9.803,4,11,0.0,0.245,1.351,1.0,1.513,0.108
ankoh,test,Human,213.28,0.533,126.348,101.575,145.84,636.369,0.393,333.926,24.159,465.377,14.492,0.821,32.111,2.479,82.255,23.445,0.795,24.438,1.936,52.586,90,43.5,0.644,30.0,1.0,50.229,34.5,0.528,22.5,17.0,25.632,26.0,0.587,18.0,7.0,22.782,2,4,1.0,0.267,1.667,1.0,1.155,0.667
kanglin,test,Human,0.738,0.893,5.687,0.17,22.834,0.188,0.884,5.973,0.005,24.131,0.209,0.931,4.737,0.038,22.274,0.558,0.897,2.611,0.105,12.055,298,25.5,0.763,29.8,4.0,62.631,4.0,0.841,29.8,1.5,79.884,3.0,0.608,4.448,2.0,8.509,3,10,1.0,0.39,2.0,1.0,2.16,0.3
nikku,test,Human,0.934,0.903,4.911,0.231,19.104,0.051,0.952,2.072,0.0,16.325,0.233,0.952,3.442,0.026,18.093,0.231,0.949,2.96,0.025,16.009,181,5.25,0.574,5.028,2.0,6.286,13.0,0.469,15.083,10.0,14.362,2.0,0.442,2.351,1.0,2.864,3,12,3.25,0.409,2.972,2.0,2.336,0.083
devops-guard[bot],test,Bot,148.448,0.588,298.74,175.039,434.26,11.309,0.613,40.337,0.0,97.108,,0.0,,,0.0,162.356,0.74,148.2,30.05,304.831,15,3.25,0.517,3.75,1.5,4.856,0.0,0.0,15.0,15.0,0.0,1.0,0.4,2.143,1.0,2.193,1,1,0.0,0.0,1.0,1.0,0.0,0.25
lukasgraf,test,Human,62.793,0.574,35.364,20.955,39.126,12.718,0.803,47.028,0.305,114.06,43.942,0.752,24.597,0.679,41.38,21.319,0.788,18.45,0.342,34.52,75,17.0,0.624,15.0,4.0,21.319,9.0,0.447,12.5,6.5,12.787,2.0,0.488,4.412,3.0,5.001,1,6,3.0,0.371,2.8,2.0,2.168,0.2
sentry-io[bot],test,Bot,1.223,0.537,0.999,0.668,1.195,0.0,0.582,0.051,0.0,0.234,1.222,0.575,1.003,0.59,1.383,1.183,0.561,0.906,0.591,1.144,213,1.25,0.381,2.048,1.0,1.754,66.0,0.413,71.0,75.0,66.091,0.0,0.124,1.158,1.0,0.482,99,3,0.0,0.059,1.067,1.0,0.252,0.952
ueokande,test,Human,0.0,0.0,475.84,475.84,0.0,0.095,0.0,0.095,0.095,0.134,237.913,0.666,158.676,0.175,274.672,237.913,0.666,158.676,0.175,274.672,4,1.0,0.25,2.0,2.0,1.414,0.0,0.0,1.0,1.0,0.0,1.0,0.25,2.0,2.0,1.414,2,4,1.0,0.25,2.0,2.0,1.414,1.0
internalautomation[bot],test,Bot,0.048,0.935,4.478,0.021,19.227,0.0,0.958,4.8,0.0,22.653,0.02,0.968,2.214,0.001,13.628,0.031,0.924,4.302,0.003,15.775,97,0.0,0.108,2.256,2.0,1.136,17.5,0.241,32.333,44.0,20.207,0.0,0.068,2.156,2.0,0.601,1,3,0.0,0.011,1.977,2.0,0.152,0.023
feyensv,test,Human,0.8,0.918,7.796,0.343,30.733,1.202,0.829,5.402,0.037,18.316,1.036,0.907,5.803,0.343,23.947,0.772,0.911,4.036,0.262,18.74,192,67.5,0.469,64.0,55.0,67.949,38.0,0.657,21.333,6.0,30.566,3.0,0.486,3.254,2.0,3.472,2,9,3.0,0.4,3.333,2.0,3.215,0.667
phoenicisbot,test,Bot,12.341,0.491,12.57,12.57,17.452,827.538,0.561,655.623,311.791,879.48,36.509,0.803,55.333,0.011,111.401,24.911,0.808,53.838,0.011,110.218,38,17.0,0.447,19.0,19.0,24.042,6.5,0.228,12.667,17.0,7.506,11.5,0.404,12.667,11.0,11.59,1,3,0.5,0.1,2.5,2.5,0.707,0.5
codeitquick,test,Human,20.995,0.762,17.607,0.685,30.606,0.698,0.851,16.943,0.0,63.767,5.77,0.85,11.318,0.152,26.798,2.778,0.86,9.294,0.131,25.337,211,10.75,0.73,15.071,4.5,30.142,9.0,0.795,30.143,2.0,68.912,3.0,0.578,3.702,1.0,6.068,8,7,0.0,0.19,1.286,1.0,0.726,0.571
beltranbot,test,Human,394.171,0.499,394.585,394.585,557.442,263.447,0.504,232.14,169.111,269.042,0.205,0.426,0.214,0.226,0.206,19.36,0.873,38.092,1.836,130.654,40,9.0,0.3,13.333,18.0,9.866,18.5,0.617,13.333,1.0,21.362,9.0,0.3,13.333,18.0,9.866,1,3,1.0,0.267,1.667,1.0,1.155,0.333
ricsec-bot,test,Bot,,0.0,,,0.0,0.0,0.0,2184.251,2184.251,0.0,,0.0,,,0.0,0.075,0.41,34.671,24.003,67.617,64,0.0,0.0,64.0,64.0,0.0,0.0,0.0,64.0,64.0,0.0,0.0,0.0,64.0,64.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
tumbarumba,test,Human,24.494,0.779,28.989,0.721,53.787,0.11,0.765,15.098,0.0,49.472,27.969,0.77,33.856,0.721,60.573,23.704,0.787,27.397,0.942,53.676,45,12.0,0.48,9.0,4.0,9.083,3.5,0.425,5.625,4.0,5.37,1.0,0.275,1.607,1.0,0.956,3,8,1.0,0.4,2.2,1.0,2.168,0.6
zhengruifeng,test,Human,0.49,0.83,0.664,0.06,1.932,0.392,0.857,2.478,0.006,9.664,0.353,0.893,0.945,0.059,4.949,0.418,0.899,1.307,0.066,6.192,260,0.0,0.832,16.25,1.0,42.509,21.5,0.446,43.333,27.0,46.159,2.0,0.385,2.407,2.0,2.051,2,6,0.0,0.217,1.312,1.0,1.014,0.125
norkans7,test,Human,3.508,0.887,11.208,0.461,41.682,0.967,0.828,3.47,0.074,12.52,0.417,0.939,4.536,0.107,26.147,0.411,0.936,3.641,0.105,21.88,264,46.5,0.565,24.0,6.0,26.81,38.25,0.519,33.0,23.5,35.476,4.75,0.503,4.0,2.0,4.364,2,8,2.0,0.3,3.636,3.0,2.063,0.182
turekbot,test,Human,88.137,0.788,114.853,0.627,229.477,0.575,0.678,0.84,0.0,2.405,42.575,0.843,83.493,0.5,199.707,2.359,0.894,55.735,0.113,166.366,28,5.5,0.369,4.667,4.0,3.445,2.25,0.509,3.5,2.0,4.408,1.0,0.378,2.0,1.0,1.922,3,8,0.75,0.25,2.0,2.0,1.095,0.5
igorminar,test,Human,50.831,0.732,35.025,3.45,62.314,0.171,0.83,5.682,0.0,24.281,49.296,0.737,32.204,1.802,59.436,13.097,0.829,20.023,0.513,47.662,107,5.5,0.488,5.632,2.0,5.479,6.0,0.482,11.889,8.0,12.17,1.0,0.401,2.019,1.0,2.033,12,9,1.0,0.238,1.789,2.0,0.855,0.632
nuxeo-platform-jx-bot,test,Bot,14.085,0.552,18.118,11.366,21.52,7.312,0.716,10.523,0.246,21.937,14.491,0.679,12.142,5.338,19.462,15.937,0.681,12.449,3.771,19.049,179,32.0,0.565,25.571,9.0,31.01,38.75,0.56,44.75,14.0,64.277,2.0,0.302,2.295,2.0,1.29,1,4,1.0,0.171,1.429,1.0,0.535,0.143
aeiouaeiouaeiouaeiouaeiouaeiou,test,Human,2.054,0.784,2.567,0.279,5.359,2.132,0.629,4.872,0.0,10.928,1.058,0.828,2.247,0.231,5.858,2.201,0.774,2.967,0.402,5.953,286,5.5,0.791,15.053,3.0,42.576,29.0,0.647,35.75,12.0,55.358,2.0,0.457,2.509,1.0,2.621,12,8,1.0,0.28,1.842,2.0,1.068,0.632
violinist-bot,test,Bot,1.235,0.808,1.235,0.023,2.647,0.0,0.939,0.041,0.0,0.301,0.14,0.873,0.551,0.001,1.608,0.614,0.846,0.96,0.005,2.358,300,13.5,0.604,13.043,6.0,18.835,54.5,0.432,75.0,51.5,73.707,1.0,0.182,1.327,1.0,0.588,6,4,1.0,0.162,1.304,1.0,0.47,0.261
jrichter1,test,Human,3.131,0.898,19.229,0.497,89.385,0.0,0.848,0.27,0.0,1.769,2.077,0.936,18.659,0.115,101.058,1.246,0.926,13.001,0.224,73.421,169,1.0,0.44,2.112,1.0,2.585,12.0,0.622,18.778,7.0,31.06,0.0,0.277,1.496,1.0,1.135,5,9,0.0,0.26,1.462,1.0,0.941,0.062
lki,test,Human,0.0,0.0,319.117,319.117,0.0,0.163,0.0,0.163,0.163,0.231,159.539,0.666,106.481,0.289,184.148,159.539,0.666,106.481,0.289,184.148,4,1.0,0.25,2.0,2.0,1.414,0.0,0.0,1.0,1.0,0.0,1.0,0.25,2.0,2.0,1.414,1,4,1.0,0.25,2.0,2.0,1.414,0.5
eduardo-rodrigues,test,Human,13.574,0.83,22.291,0.657,53.648,0.029,0.913,1.872,0.002,6.681,0.721,0.92,9.987,0.017,37.512,1.235,0.908,10.584,0.021,37.079,145,16.5,0.559,9.667,4.0,10.675,13.0,0.611,16.111,6.0,21.456,0.0,0.247,2.266,2.0,1.25,6,9,3.0,0.341,2.867,3.0,1.846,0.4
ngbot[bot],test,Bot,168.918,0.515,146.191,93.819,167.074,115.696,0.33,192.083,152.744,188.802,,0.0,,,0.0,132.164,0.513,103.012,72.189,104.787,16,4.0,0.25,8.0,8.0,5.657,0.0,0.0,16.0,16.0,0.0,2.0,0.3,3.2,3.0,1.924,1,1,0.0,0.0,1.0,1.0,0.0,0.5
badabump-release-bot[bot],test,Bot,,0.0,,,0.0,0.0,0.0,20.694,20.694,0.0,0.134,0.888,2.069,0.045,6.311,0.134,0.888,2.069,0.045,6.311,11,0.0,0.0,11.0,11.0,0.0,0.5,0.061,3.667,4.0,0.577,0.0,0.0,11.0,11.0,0.0,1,3,0.0,0.0,3.0,3.0,0.0,1.0
bashtage,test,Human,4.618,0.821,7.173,0.818,17.826,0.042,0.834,1.721,0.0,6.914,2.901,0.854,5.792,0.319,16.161,2.564,0.853,4.961,0.33,14.347,238,39.0,0.602,18.308,6.0,22.463,22.5,0.526,23.8,17.5,27.76,1.0,0.318,1.789,1.0,1.309,7,10,3.0,0.383,3.0,2.0,2.273,0.538
aleks-ivanov,test,Human,0.009,0.799,5.831,0.002,11.805,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.009,0.801,5.777,0.002,11.763,109,3.0,0.443,3.516,3.0,3.275,0.0,0.0,109.0,109.0,0.0,0.0,0.009,1.009,1.0,0.096,2,1,0.0,0.0,1.0,1.0,0.0,0.065
janko,test,Human,22.658,0.721,14.217,1.328,21.686,0.074,0.816,3.529,0.0,13.917,9.309,0.791,10.943,0.268,21.275,7.273,0.809,9.084,0.222,18.761,228,3.5,0.683,6.514,1.0,11.421,11.5,0.626,14.25,8.0,25.983,1.0,0.381,1.949,1.0,1.819,20,16,1.0,0.382,2.029,1.0,1.774,0.571
beledouxdenis,test,Human,17.056,0.752,10.43,1.209,20.423,7.64,0.733,22.858,0.053,63.859,16.959,0.773,12.113,1.244,24.589,5.772,0.813,10.771,1.113,26.352,204,91.5,0.473,51.0,51.5,54.351,44.0,0.544,34.0,20.5,38.095,2.0,0.508,3.091,1.5,3.749,4,6,1.5,0.312,2.0,1.5,1.414,1.0
trekhleb,test,Human,10.604,0.539,5.821,2.534,5.945,15.174,0.743,55.674,0.246,123.067,11.38,0.528,5.7,2.534,5.683,23.911,0.582,10.366,3.821,11.547,214,13.75,0.787,17.833,1.5,43.409,3.25,0.785,35.667,2.5,80.525,4.0,0.616,5.944,2.5,8.986,4,6,0.25,0.294,1.583,1.0,1.165,0.333
luketowers,test,Human,16.214,0.799,12.515,0.35,26.208,0.025,0.87,1.678,0.0,7.324,0.907,0.887,6.85,0.065,20.471,0.802,0.889,6.044,0.068,18.415,168,3.0,0.706,8.0,2.0,15.941,9.0,0.653,11.2,3.0,17.969,1.0,0.452,2.333,1.0,2.798,10,15,2.0,0.441,2.571,1.0,2.638,0.476
bpmn-io-bot,test,Bot,22.795,0.829,45.329,0.009,104.061,0.0,0.923,0.673,0.0,3.914,0.046,0.874,33.011,0.001,98.528,0.051,0.874,28.655,0.001,84.503,54,4.0,0.148,10.8,10.0,3.347,9.0,0.167,27.0,27.0,12.728,1.0,0.173,1.588,2.0,0.557,1,2,0.0,0.089,1.8,2.0,0.447,0.2
ngoldbaum,test,Human,1.283,0.871,5.486,0.156,17.091,0.162,0.837,1.982,0.0,8.545,0.747,0.896,4.275,0.126,15.09,0.732,0.888,4.02,0.172,13.965,204,4.5,0.716,10.2,2.5,20.59,29.5,0.471,18.545,10.0,16.943,1.0,0.358,1.855,1.0,1.641,13,11,2.0,0.377,2.6,2.0,2.113,0.65
rgommers,test,Human,0.958,0.853,2.391,0.208,7.416,0.007,0.752,0.308,0.0,1.35,0.639,0.865,1.922,0.156,6.54,0.731,0.855,1.86,0.175,6.284,184,5.0,0.546,5.412,3.0,8.173,20.5,0.567,15.333,8.5,17.343,1.0,0.251,1.449,1.0,0.923,17,12,1.75,0.356,2.0,1.0,1.576,0.5
fullrobot,test,Bot,102.064,0.569,94.928,61.056,118.002,0.0,0.941,20.751,0.001,88.037,20.564,0.858,36.802,0.001,91.358,20.564,0.858,36.802,0.001,91.358,55,3.0,0.312,7.857,6.0,5.21,4.25,0.232,13.75,18.0,8.5,0.0,0.086,3.056,3.0,0.873,2,4,0.0,0.09,2.714,3.0,0.756,0.286
playground-manager[bot],test,Bot,,0.0,,,0.0,0.0,0.0,2208.006,2208.006,0.0,1.161,0.831,8.192,0.001,19.616,7.606,0.826,8.239,0.001,19.38,269,0.0,0.0,269.0,269.0,0.0,100.0,0.467,53.8,46.0,51.978,0.0,0.0,269.0,269.0,0.0,1,5,0.0,0.0,5.0,5.0,0.0,1.0
oca-git-bot,test,Bot,0.539,0.73,0.399,0.082,0.819,0.096,0.729,0.146,0.001,0.347,0.114,0.83,0.158,0.012,0.504,0.127,0.821,0.168,0.021,0.5,158,7.0,0.496,6.32,4.0,6.303,21.5,0.269,39.5,31.5,23.951,3.0,0.411,3.224,2.0,2.656,3,4,3.0,0.27,2.6,3.0,1.323,0.12
swifterswiftbot,test,Bot,,0.0,,,0.0,0.0,0.0,1347.389,1347.389,0.0,,0.0,,,0.0,350.995,0.513,224.565,177.601,227.479,7,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
simon-bot,test,Bot,,0.0,,,0.0,0.0,0.0,2191.5,2191.5,0.0,,0.0,,,0.0,17.282,0.776,14.908,2.058,31.762,148,0.0,0.0,148.0,148.0,0.0,0.0,0.0,148.0,148.0,0.0,0.0,0.0,148.0,148.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
cla-bot[bot],test,Bot,2.077,0.607,1.658,0.664,2.081,0.0,0.664,0.488,0.0,1.852,,0.0,,,0.0,2.077,0.647,1.596,0.581,2.217,43,2.0,0.376,2.389,2.0,2.146,0.0,0.0,43.0,43.0,0.0,0.0,0.226,1.344,1.0,1.096,12,1,0.0,0.0,1.0,1.0,0.0,0.667
palashmon,test,Human,153.945,0.703,124.398,19.756,188.253,0.0,0.437,34.164,0.0,91.568,84.425,0.741,104.987,19.756,198.308,165.103,0.686,123.263,19.756,175.622,18,1.0,0.283,1.636,1.0,1.027,4.0,0.489,3.6,1.0,3.975,0.0,0.183,1.286,1.0,0.611,2,5,0.0,0.182,1.273,1.0,0.647,0.182
russellbot,test,Human,13.303,0.049,134.453,134.453,18.814,369.476,0.493,332.996,259.568,374.908,1.224,0.902,33.311,0.167,119.633,1.137,0.909,30.924,0.167,115.38,42,10.0,0.317,14.0,12.0,10.149,1.5,0.107,10.5,10.0,2.517,10.0,0.317,14.0,12.0,10.149,1,4,0.0,0.0,4.0,4.0,0.0,0.333
deepsource-autofix[bot],test,Bot,0.034,0.621,0.036,0.014,0.051,0.172,0.751,0.177,0.001,0.62,0.013,0.803,0.026,0.001,0.056,0.042,0.679,0.05,0.017,0.08,283,3.25,0.746,23.583,4.0,52.99,123.5,0.582,94.333,12.0,142.606,5.0,0.497,4.288,3.0,4.249,7,3,0.5,0.15,2.5,3.0,0.905,0.583
community-tc-integration[bot],test,Bot,73.248,0.598,47.994,18.795,57.771,0.249,0.679,14.175,0.0,49.164,74.4,0.553,54.383,23.158,61.371,68.883,0.6,43.427,19.621,52.231,50,2.25,0.56,4.167,2.0,5.718,2.0,0.04,25.0,25.0,2.828,0.5,0.242,1.429,1.0,0.85,6,2,0.0,0.071,1.083,1.0,0.289,0.5
packit-as-a-service[bot],test,Bot,6.397,0.618,5.878,2.628,8.446,0.0,0.711,0.624,0.0,2.802,4.595,0.668,5.332,2.308,8.934,4.684,0.658,4.977,1.959,7.851,235,5.75,0.578,5.595,2.0,7.781,30.0,0.623,47.0,23.0,69.602,0.0,0.201,1.306,1.0,0.756,23,5,1.0,0.194,1.381,1.0,0.582,0.548
pauljohanneskraft,test,Human,15.389,0.705,9.699,1.533,14.876,13.951,0.867,36.937,0.384,142.148,2.708,0.911,13.697,0.131,58.702,0.733,0.932,7.479,0.146,42.164,193,48.75,0.678,32.167,3.5,49.414,11.5,0.717,16.083,5.0,34.437,4.5,0.554,6.226,3.0,7.71,3,12,4.75,0.428,3.833,2.5,3.371,0.5
gerrit0,test,Human,5.211,0.769,6.199,0.342,11.091,0.263,0.796,5.603,0.0,21.251,0.724,0.854,3.124,0.063,8.099,1.455,0.831,3.53,0.094,8.136,260,3.0,0.79,10.4,2.0,37.884,12.0,0.683,20.0,5.0,31.87,3.0,0.549,3.333,1.0,4.839,9,13,2.0,0.36,2.32,2.0,2.076,0.36
fit2bot,test,Bot,1.112,0.835,2.57,0.32,7.8,0.004,0.823,2.025,0.0,9.52,0.719,0.762,0.935,0.129,1.796,1.009,0.858,3.274,0.354,10.224,163,11.75,0.609,16.3,4.0,22.316,74.0,0.605,54.333,7.0,84.595,1.0,0.229,1.405,1.0,0.78,1,3,0.75,0.195,1.9,2.0,0.738,0.1
spinnakerbot,test,Bot,0.047,0.926,7.32,0.001,26.582,0.0,0.602,1.009,0.0,8.475,0.001,0.92,8.265,0.001,28.501,0.401,0.915,7.722,0.001,26.183,164,4.0,0.289,5.857,6.0,3.504,32.0,0.495,23.429,18.0,23.621,0.0,0.072,1.079,1.0,0.509,2,7,1.0,0.148,1.607,2.0,0.497,0.071
jorisvandenbossche,test,Human,2.182,0.86,4.982,0.218,16.724,0.046,0.92,0.98,0.0,7.174,0.794,0.901,4.119,0.092,15.682,0.735,0.899,3.535,0.124,14.084,207,5.5,0.651,7.667,2.0,12.505,29.25,0.504,17.25,14.5,16.454,1.0,0.296,1.683,1.0,1.126,16,12,2.0,0.353,2.111,1.0,1.528,0.593
pv,test,Human,39.136,0.518,135.955,71.204,181.99,17.899,0.565,42.745,0.0,97.786,32.259,0.492,127.697,78.148,167.564,77.63,0.71,69.684,24.418,126.43,17,3.25,0.338,4.25,4.0,2.986,3.0,0.235,5.667,5.0,3.055,2.0,0.403,2.429,1.0,2.225,3,3,0.25,0.15,1.25,1.0,0.5,0.75
arduino-ci-script-bot,test,Bot,0.215,0.94,23.043,0.022,95.024,0.411,0.86,9.935,0.019,32.855,0.209,0.954,16.35,0.025,79.046,0.1,0.968,7.451,0.073,46.943,82,21.5,0.616,20.5,6.5,31.204,2.25,0.659,13.667,5.0,24.72,1.5,0.573,4.316,2.0,6.074,2,6,1.25,0.159,2.75,2.5,0.957,0.5
yuce,test,Human,9.159,0.814,13.147,1.27,32.688,0.01,0.864,1.862,0.0,11.414,3.606,0.881,9.143,0.156,28.783,3.55,0.875,8.247,0.227,26.13,236,1.0,0.681,4.214,1.0,11.192,22.0,0.54,16.857,9.5,17.884,1.0,0.391,1.815,1.0,2.727,39,14,0.0,0.3,1.536,1.0,1.414,0.696
coreosbot,test,Bot,,0.0,,,0.0,0.0,0.0,2197.856,2197.856,0.0,,0.0,,,0.0,19.848,0.43,19.624,21.146,15.68,113,0.0,0.0,113.0,113.0,0.0,0.0,0.0,113.0,113.0,0.0,0.0,0.0,113.0,113.0,0.0,1,1,0.0,0.0,1.0,1.0,0.0,1.0
renovate-bot,test,Bot,0.054,0.673,0.052,0.02,0.085,0.0,0.63,0.005,0.0,0.018,0.017,0.756,0.024,0.004,0.052,0.038,0.705,0.039,0.011,0.073,289,1.0,0.511,2.491,1.0,5.678,43.0,0.655,57.8,19.0,90.795,0.0,0.276,1.474,1.0,1.326,11,5,0.0,0.1,1.129,1.0,0.337,0.095
devdocs-bot,test,Bot,,0.0,,,0.0,0.0,0.0,1463.993,1463.993,0.0,185.998,0.0,185.998,0.0,371.995,720.003,0.008,292.799,0.0,401.021,6,0.0,0.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
anirudhwarrier,test,Human,54.587,0.483,94.185,65.804,100.128,325.689,0.43,147.799,14.998,200.199,60.188,0.784,47.313,0.058,94.827,76.663,0.705,73.667,23.359,111.155,26,5.5,0.558,6.5,2.5,9.037,4.0,0.338,5.2,5.0,3.493,3.25,0.375,3.25,3.0,2.435,2,5,1.5,0.25,2.5,2.5,1.291,0.5
soto-automation[bot],test,Bot,,0.0,,,0.0,0.0,0.0,2016.022,2016.022,0.0,163.674,0.47,83.738,89.931,74.927,159.346,0.398,96.001,106.461,70.969,22,0.0,0.0,22.0,22.0,0.0,6.0,0.364,7.333,4.0,6.658,0.0,0.0,22.0,22.0,0.0,1,3,0.0,0.0,3.0,3.0,0.0,1.0
christopherrabotin,test,Human,16.961,0.705,15.883,3.496,24.868,0.669,0.777,9.021,0.0,28.984,7.964,0.821,10.014,0.468,22.793,6.412,0.833,8.19,0.383,20.214,218,0.0,0.796,12.111,1.0,28.406,11.0,0.438,18.167,12.5,18.939,2.0,0.532,3.028,1.0,4.108,15,12,0.0,0.5,2.444,1.0,3.365,0.833
kawax,test,Bot,2.994,0.8,3.911,0.327,7.972,0.0,0.716,0.961,0.0,4.338,2.841,0.799,4.203,0.327,8.605,0.731,0.858,2.237,0.127,6.01,217,6.5,0.689,15.5,6.0,32.505,9.25,0.757,21.7,3.0,45.006,0.0,0.5,2.17,1.0,4.202,3,10,0.75,0.363,1.786,1.0,1.718,0.214
review-notebook-app[bot],test,Bot,0.745,0.587,0.724,0.346,0.964,0.0,0.668,0.058,0.0,0.503,,0.0,,,0.0,0.743,0.593,0.723,0.336,0.973,280,1.0,0.393,1.879,1.0,2.14,0.0,0.0,280.0,280.0,0.0,0.0,0.072,1.081,1.0,0.37,111,1,0.0,0.0,1.0,1.0,0.0,0.745
gokrazy-bot,test,Bot,0.18,0.93,9.864,0.032,35.025,0.031,0.732,0.021,0.001,0.042,0.053,0.962,5.169,0.01,25.72,0.052,0.964,4.979,0.014,25.255,136,21.75,0.297,22.667,31.5,14.922,4.0,0.035,27.2,28.0,2.049,0.0,0.186,1.971,2.0,0.747,2,5,0.0,0.093,4.5,5.0,1.225,0.333
discoursebot,test,Bot,9.979,0.44,11.348,11.348,14.112,1031.21,0.446,726.383,116.729,1158.513,13.17,0.616,13.163,6.184,17.777,11.339,0.616,10.337,5.095,14.365,214,106.0,0.495,107.0,107.0,149.907,65.0,0.304,107.0,107.0,91.924,96.5,0.601,71.333,19.0,106.613,1,2,0.5,0.167,1.5,1.5,0.707,0.5
